species_name,genome_file_name,cds_file_name,gff_file_name,original_name,ortho_file_name,cds_url,genome_url,proteome_url,gff_url,source
xylographa_opegraphella,xylographa_opegraphella_genomic.fna,xylographa_opegraphella_cds_from_gff.fna,xylographa_opegraphella.gff,xylographa_opegraphella,xylographa_opegraphella_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813865.1/download?include_annotation_type=CDS_FASTA"" --output xylographa_opegraphella_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813865.1/download?include_annotation_type=GENOME_FASTA"" --output xylographa_opegraphella_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813865.1/download?include_annotation_type=PROT_FASTA"" --output xylographa_opegraphella_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813865.1/download?include_annotation_type=GENOME_GFF"" --output xylographa_opegraphella_gff_download.zip",NCBI
xylographa_pallens,xylographa_pallens_genomic.fna,xylographa_pallens_cds_from_gff.fna,xylographa_pallens.gff,xylographa_pallens,xylographa_pallens_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813845.1/download?include_annotation_type=CDS_FASTA"" --output xylographa_pallens_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813845.1/download?include_annotation_type=GENOME_FASTA"" --output xylographa_pallens_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813845.1/download?include_annotation_type=PROT_FASTA"" --output xylographa_pallens_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813845.1/download?include_annotation_type=GENOME_GFF"" --output xylographa_pallens_gff_download.zip",NCBI
xylographa_soralifera,xylographa_soralifera_genomic.fna,xylographa_soralifera_cds_from_gff.fna,xylographa_soralifera.gff,xylographa_soralifera,xylographa_soralifera_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813805.1/download?include_annotation_type=CDS_FASTA"" --output xylographa_soralifera_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813805.1/download?include_annotation_type=GENOME_FASTA"" --output xylographa_soralifera_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813805.1/download?include_annotation_type=PROT_FASTA"" --output xylographa_soralifera_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813805.1/download?include_annotation_type=GENOME_GFF"" --output xylographa_soralifera_gff_download.zip",NCBI
xylographa_trunciseda,xylographa_trunciseda_genomic.fna,xylographa_trunciseda_cds_from_gff.fna,xylographa_trunciseda.gff,xylographa_trunciseda,xylographa_trunciseda_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813785.1/download?include_annotation_type=CDS_FASTA"" --output xylographa_trunciseda_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813785.1/download?include_annotation_type=GENOME_FASTA"" --output xylographa_trunciseda_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813785.1/download?include_annotation_type=PROT_FASTA"" --output xylographa_trunciseda_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813785.1/download?include_annotation_type=GENOME_GFF"" --output xylographa_trunciseda_gff_download.zip",NCBI
xylographa_vitiligo,xylographa_vitiligo_genomic.fna,xylographa_vitiligo_cds_from_gff.fna,xylographa_vitiligo.gff,xylographa_vitiligo,xylographa_vitiligo_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813765.1/download?include_annotation_type=CDS_FASTA"" --output xylographa_vitiligo_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813765.1/download?include_annotation_type=GENOME_FASTA"" --output xylographa_vitiligo_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813765.1/download?include_annotation_type=PROT_FASTA"" --output xylographa_vitiligo_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813765.1/download?include_annotation_type=GENOME_GFF"" --output xylographa_vitiligo_gff_download.zip",NCBI
knufia_fluminis,knufia_fluminis_genomic.fna,knufia_fluminis_cds_from_gff.fna,knufia_fluminis.gff,knufia_fluminis,knufia_fluminis_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813615.2/download?include_annotation_type=CDS_FASTA"" --output knufia_fluminis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813615.2/download?include_annotation_type=GENOME_FASTA"" --output knufia_fluminis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813615.2/download?include_annotation_type=PROT_FASTA"" --output knufia_fluminis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022813615.2/download?include_annotation_type=GENOME_GFF"" --output knufia_fluminis_gff_download.zip",NCBI
biscogniauxia_marginata,biscogniauxia_marginata_genomic.fna,biscogniauxia_marginata_cds_from_gff.fna,biscogniauxia_marginata.gff,biscogniauxia_marginata,biscogniauxia_marginata_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695795.1/download?include_annotation_type=CDS_FASTA"" --output biscogniauxia_marginata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695795.1/download?include_annotation_type=GENOME_FASTA"" --output biscogniauxia_marginata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695795.1/download?include_annotation_type=PROT_FASTA"" --output biscogniauxia_marginata_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695795.1/download?include_annotation_type=GENOME_GFF"" --output biscogniauxia_marginata_gff_download.zip",NCBI
annulohypoxylon_moriforme,annulohypoxylon_moriforme_genomic.fna,annulohypoxylon_moriforme_cds_from_gff.fna,annulohypoxylon_moriforme.gff,annulohypoxylon_moriforme,annulohypoxylon_moriforme_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695765.1/download?include_annotation_type=CDS_FASTA"" --output annulohypoxylon_moriforme_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695765.1/download?include_annotation_type=GENOME_FASTA"" --output annulohypoxylon_moriforme_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695765.1/download?include_annotation_type=PROT_FASTA"" --output annulohypoxylon_moriforme_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022695765.1/download?include_annotation_type=GENOME_GFF"" --output annulohypoxylon_moriforme_gff_download.zip",NCBI
xylaria_sp,xylaria_sp_cbs_124048_genomic.fna,xylaria_sp_cbs_124048_cds_from_gff.fna,xylaria_sp_cbs_124048.gff,xylaria_sp_cbs_124048,xylaria_sp_cbs_124048_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385685.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_sp_cbs_124048_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385685.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_sp_cbs_124048_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385685.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_sp_cbs_124048_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385685.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_sp_cbs_124048_gff_download.zip",NCBI
hypoxylon_fuscum,hypoxylon_fuscum_genomic.fna,hypoxylon_fuscum_cds_from_gff.fna,hypoxylon_fuscum.gff,hypoxylon_fuscum,hypoxylon_fuscum_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578945.1/download?include_annotation_type=CDS_FASTA"" --output hypoxylon_fuscum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578945.1/download?include_annotation_type=GENOME_FASTA"" --output hypoxylon_fuscum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578945.1/download?include_annotation_type=PROT_FASTA"" --output hypoxylon_fuscum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578945.1/download?include_annotation_type=GENOME_GFF"" --output hypoxylon_fuscum_gff_download.zip",NCBI
hypoxylon_crocopeplum,hypoxylon_crocopeplum_genomic.fna,hypoxylon_crocopeplum_cds_from_gff.fna,hypoxylon_crocopeplum.gff,hypoxylon_crocopeplum,hypoxylon_crocopeplum_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578875.1/download?include_annotation_type=CDS_FASTA"" --output hypoxylon_crocopeplum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578875.1/download?include_annotation_type=GENOME_FASTA"" --output hypoxylon_crocopeplum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578875.1/download?include_annotation_type=PROT_FASTA"" --output hypoxylon_crocopeplum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578875.1/download?include_annotation_type=GENOME_GFF"" --output hypoxylon_crocopeplum_gff_download.zip",NCBI
xylaria_venustula,xylaria_venustula_genomic.fna,xylaria_venustula_cds_from_gff.fna,xylaria_venustula.gff,xylaria_venustula,xylaria_venustula_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578775.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_venustula_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578775.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_venustula_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578775.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_venustula_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578775.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_venustula_gff_download.zip",NCBI
nemania_serpens,nemania_serpens_genomic.fna,nemania_serpens_cds_from_gff.fna,nemania_serpens.gff,nemania_serpens,nemania_serpens_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578855.1/download?include_annotation_type=CDS_FASTA"" --output nemania_serpens_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578855.1/download?include_annotation_type=GENOME_FASTA"" --output nemania_serpens_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578855.1/download?include_annotation_type=PROT_FASTA"" --output nemania_serpens_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578855.1/download?include_annotation_type=GENOME_GFF"" --output nemania_serpens_gff_download.zip",NCBI
nemania_abortiva,nemania_abortiva_genomic.fna,nemania_abortiva_cds_from_gff.fna,nemania_abortiva.gff,nemania_abortiva,nemania_abortiva_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578505.1/download?include_annotation_type=CDS_FASTA"" --output nemania_abortiva_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578505.1/download?include_annotation_type=GENOME_FASTA"" --output nemania_abortiva_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578505.1/download?include_annotation_type=PROT_FASTA"" --output nemania_abortiva_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022578505.1/download?include_annotation_type=GENOME_GFF"" --output nemania_abortiva_gff_download.zip",NCBI
rostrohypoxylon_terebratum,rostrohypoxylon_terebratum_genomic.fna,rostrohypoxylon_terebratum_cds_from_gff.fna,rostrohypoxylon_terebratum.gff,rostrohypoxylon_terebratum,rostrohypoxylon_terebratum_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497145.1/download?include_annotation_type=CDS_FASTA"" --output rostrohypoxylon_terebratum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497145.1/download?include_annotation_type=GENOME_FASTA"" --output rostrohypoxylon_terebratum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497145.1/download?include_annotation_type=PROT_FASTA"" --output rostrohypoxylon_terebratum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497145.1/download?include_annotation_type=GENOME_GFF"" --output rostrohypoxylon_terebratum_gff_download.zip",NCBI
whalleya_microplaca,whalleya_microplaca_genomic.fna,whalleya_microplaca_cds_from_gff.fna,whalleya_microplaca.gff,whalleya_microplaca,whalleya_microplaca_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497155.1/download?include_annotation_type=CDS_FASTA"" --output whalleya_microplaca_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497155.1/download?include_annotation_type=GENOME_FASTA"" --output whalleya_microplaca_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497155.1/download?include_annotation_type=PROT_FASTA"" --output whalleya_microplaca_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022497155.1/download?include_annotation_type=GENOME_GFF"" --output whalleya_microplaca_gff_download.zip",NCBI
xylaria_arbuscula,xylaria_arbuscula_genomic.fna,xylaria_arbuscula_cds_from_gff.fna,xylaria_arbuscula.gff,xylaria_arbuscula,xylaria_arbuscula_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385695.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_arbuscula_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385695.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_arbuscula_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385695.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_arbuscula_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022385695.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_arbuscula_gff_download.zip",NCBI
zalerion_maritima,zalerion_maritima_genomic.fna,zalerion_maritima_cds_from_gff.fna,zalerion_maritima.gff,zalerion_maritima,zalerion_maritima_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022664585.2/download?include_annotation_type=CDS_FASTA"" --output zalerion_maritima_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022664585.2/download?include_annotation_type=GENOME_FASTA"" --output zalerion_maritima_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022664585.2/download?include_annotation_type=PROT_FASTA"" --output zalerion_maritima_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022664585.2/download?include_annotation_type=GENOME_GFF"" --output zalerion_maritima_gff_download.zip",NCBI
podosphaera_aphanis,podosphaera_aphanis_genomic.fna,podosphaera_aphanis_cds_from_gff.fna,podosphaera_aphanis.gff,podosphaera_aphanis,podosphaera_aphanis_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627015.2/download?include_annotation_type=CDS_FASTA"" --output podosphaera_aphanis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627015.2/download?include_annotation_type=GENOME_FASTA"" --output podosphaera_aphanis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627015.2/download?include_annotation_type=PROT_FASTA"" --output podosphaera_aphanis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627015.2/download?include_annotation_type=GENOME_GFF"" --output podosphaera_aphanis_gff_download.zip",NCBI
fusarium_chuoi,fusarium_chuoi_genomic.fna,fusarium_chuoi_cds_from_gff.fna,fusarium_chuoi.gff,fusarium_chuoi,fusarium_chuoi_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627125.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_chuoi_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627125.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_chuoi_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627125.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_chuoi_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022627125.1/download?include_annotation_type=GENOME_GFF"" --output fusarium_chuoi_gff_download.zip",NCBI
xylaria_digitata,xylaria_digitata_genomic.fna,xylaria_digitata_cds_from_gff.fna,xylaria_digitata.gff,xylaria_digitata,xylaria_digitata_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495195.1/download?include_annotation_type=CDS_FASTA"" --output xylaria_digitata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495195.1/download?include_annotation_type=GENOME_FASTA"" --output xylaria_digitata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495195.1/download?include_annotation_type=PROT_FASTA"" --output xylaria_digitata_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495195.1/download?include_annotation_type=GENOME_GFF"" --output xylaria_digitata_gff_download.zip",NCBI
purpureocillium_takamizusanense,purpureocillium_takamizusanense_genomic.fna,purpureocillium_takamizusanense_cds_from_gff.fna,purpureocillium_takamizusanense.gff,purpureocillium_takamizusanense,purpureocillium_takamizusanense_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022605165.1/download?include_annotation_type=CDS_FASTA"" --output purpureocillium_takamizusanense_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022605165.1/download?include_annotation_type=GENOME_FASTA"" --output purpureocillium_takamizusanense_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022605165.1/download?include_annotation_type=PROT_FASTA"" --output purpureocillium_takamizusanense_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022605165.1/download?include_annotation_type=GENOME_GFF"" --output purpureocillium_takamizusanense_gff_download.zip",NCBI
annulohypoxylon_nitens,annulohypoxylon_nitens_genomic.fna,annulohypoxylon_nitens_cds_from_gff.fna,annulohypoxylon_nitens.gff,annulohypoxylon_nitens,annulohypoxylon_nitens_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022496965.1/download?include_annotation_type=CDS_FASTA"" --output annulohypoxylon_nitens_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022496965.1/download?include_annotation_type=GENOME_FASTA"" --output annulohypoxylon_nitens_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022496965.1/download?include_annotation_type=PROT_FASTA"" --output annulohypoxylon_nitens_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022496965.1/download?include_annotation_type=GENOME_GFF"" --output annulohypoxylon_nitens_gff_download.zip",NCBI
annulohypoxylon_maeteangense,annulohypoxylon_maeteangense_genomic.fna,annulohypoxylon_maeteangense_cds_from_gff.fna,annulohypoxylon_maeteangense.gff,annulohypoxylon_maeteangense,annulohypoxylon_maeteangense_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022496945.1/download?include_annotation_type=CDS_FASTA"" --output annulohypoxylon_maeteangense_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022496945.1/download?include_annotation_type=GENOME_FASTA"" --output annulohypoxylon_maeteangense_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022496945.1/download?include_annotation_type=PROT_FASTA"" --output annulohypoxylon_maeteangense_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022496945.1/download?include_annotation_type=GENOME_GFF"" --output annulohypoxylon_maeteangense_gff_download.zip",NCBI
hypoxylon_argillaceum,hypoxylon_argillaceum_genomic.fna,hypoxylon_argillaceum_cds_from_gff.fna,hypoxylon_argillaceum.gff,hypoxylon_argillaceum,hypoxylon_argillaceum_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495175.1/download?include_annotation_type=CDS_FASTA"" --output hypoxylon_argillaceum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495175.1/download?include_annotation_type=GENOME_FASTA"" --output hypoxylon_argillaceum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495175.1/download?include_annotation_type=PROT_FASTA"" --output hypoxylon_argillaceum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_022495175.1/download?include_annotation_type=GENOME_GFF"" --output hypoxylon_argillaceum_gff_download.zip",NCBI
daldinia_vernicosa,daldinia_vernicosa_genomic.fna,daldinia_vernicosa_cds_from_gff.fna,daldinia_vernicosa.gff,daldinia_vernicosa,daldinia_vernicosa_cds.fna,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022497035.1/download?include_annotation_type=CDS_FASTA"" --output daldinia_vernicosa_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022497035.1/download?include_annotation_type=GENOME_FASTA"" --output daldinia_vernicosa_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022497035.1/download?include_annotation_type=PROT_FASTA"" --output daldinia_vernicosa_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022497035.1/download?include_annotation_type=GENOME_GFF"" --output daldinia_vernicosa_gff_download.zip",NCBI
