species_name,genome_file_name,cds_file_name,original_name,cds_url,genome_url,proteome_url,source
mixia_osmundae,mixia_osmundae_genomic.fna,mixia_osmundae_cds.fna,mixia_osmundae,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000708205.1/download?include_annotation_type=CDS_FASTA"" --output mixia_osmundae_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000708205.1/download?include_annotation_type=GENOME_FASTA"" --output mixia_osmundae_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000708205.1/download?include_annotation_type=PROT_FASTA"" --output mixia_osmundae_prot_download.zip",NCBI
stereum_hirsutum,stereum_hirsutum_genomic.fna,stereum_hirsutum_cds.fna,stereum_hirsutum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000264905.1/download?include_annotation_type=CDS_FASTA"" --output stereum_hirsutum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000264905.1/download?include_annotation_type=GENOME_FASTA"" --output stereum_hirsutum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000264905.1/download?include_annotation_type=PROT_FASTA"" --output stereum_hirsutum_prot_download.zip",NCBI
punctularia_strigosozonata,punctularia_strigosozonata_genomic.fna,punctularia_strigosozonata_cds.fna,punctularia_strigosozonata,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000264995.1/download?include_annotation_type=CDS_FASTA"" --output punctularia_strigosozonata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000264995.1/download?include_annotation_type=GENOME_FASTA"" --output punctularia_strigosozonata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000264995.1/download?include_annotation_type=PROT_FASTA"" --output punctularia_strigosozonata_prot_download.zip",NCBI
sphaerulina_musiva,sphaerulina_musiva_genomic.fna,sphaerulina_musiva_cds.fna,sphaerulina_musiva,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=CDS_FASTA"" --output sphaerulina_musiva_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=GENOME_FASTA"" --output sphaerulina_musiva_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000320565.1/download?include_annotation_type=PROT_FASTA"" --output sphaerulina_musiva_prot_download.zip",NCBI
exophiala_dermatitidis,exophiala_dermatitidis_genomic.fna,exophiala_dermatitidis_cds.fna,exophiala_dermatitidis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=CDS_FASTA"" --output exophiala_dermatitidis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=GENOME_FASTA"" --output exophiala_dermatitidis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230625.1/download?include_annotation_type=PROT_FASTA"" --output exophiala_dermatitidis_prot_download.zip",NCBI
thermochaetoides_thermophila,thermochaetoides_thermophila_genomic.fna,thermochaetoides_thermophila_cds.fna,thermochaetoides_thermophila,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=CDS_FASTA"" --output thermochaetoides_thermophila_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=GENOME_FASTA"" --output thermochaetoides_thermophila_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000221225.1/download?include_annotation_type=PROT_FASTA"" --output thermochaetoides_thermophila_prot_download.zip",NCBI
melampsora_laricis,melampsora_laricis_populina_genomic.fna,melampsora_laricis_populina_cds.fna,melampsora_laricis_populina,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000204055.1/download?include_annotation_type=CDS_FASTA"" --output melampsora_laricis_populina_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000204055.1/download?include_annotation_type=GENOME_FASTA"" --output melampsora_laricis_populina_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000204055.1/download?include_annotation_type=PROT_FASTA"" --output melampsora_laricis_populina_prot_download.zip",NCBI
metarhizium_acridum,metarhizium_acridum_genomic.fna,metarhizium_acridum_cds.fna,metarhizium_acridum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=CDS_FASTA"" --output metarhizium_acridum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=GENOME_FASTA"" --output metarhizium_acridum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000187405.1/download?include_annotation_type=PROT_FASTA"" --output metarhizium_acridum_prot_download.zip",NCBI
trichoderma_harzianum,trichoderma_harzianum_genomic.fna,trichoderma_harzianum_cds.fna,trichoderma_harzianum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=CDS_FASTA"" --output trichoderma_harzianum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=GENOME_FASTA"" --output trichoderma_harzianum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003025095.1/download?include_annotation_type=PROT_FASTA"" --output trichoderma_harzianum_prot_download.zip",NCBI
fusarium_proliferatum,fusarium_proliferatum_genomic.fna,fusarium_proliferatum_cds.fna,fusarium_proliferatum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_proliferatum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_proliferatum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900067095.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_proliferatum_prot_download.zip",NCBI
grosmannia_clavigera,grosmannia_clavigera_genomic.fna,grosmannia_clavigera_cds.fna,grosmannia_clavigera,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=CDS_FASTA"" --output grosmannia_clavigera_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=GENOME_FASTA"" --output grosmannia_clavigera_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143105.1/download?include_annotation_type=PROT_FASTA"" --output grosmannia_clavigera_prot_download.zip",NCBI
trichophyton_verrucosum,trichophyton_verrucosum_genomic.fna,trichophyton_verrucosum_cds.fna,trichophyton_verrucosum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151505.1/download?include_annotation_type=CDS_FASTA"" --output trichophyton_verrucosum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151505.1/download?include_annotation_type=GENOME_FASTA"" --output trichophyton_verrucosum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151505.1/download?include_annotation_type=PROT_FASTA"" --output trichophyton_verrucosum_prot_download.zip",NCBI
schizosaccharomyces_cryophilus,schizosaccharomyces_cryophilus_genomic.fna,schizosaccharomyces_cryophilus_cds.fna,schizosaccharomyces_cryophilus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000004155.1/download?include_annotation_type=CDS_FASTA"" --output schizosaccharomyces_cryophilus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000004155.1/download?include_annotation_type=GENOME_FASTA"" --output schizosaccharomyces_cryophilus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000004155.1/download?include_annotation_type=PROT_FASTA"" --output schizosaccharomyces_cryophilus_prot_download.zip",NCBI
sordaria_macrospora,sordaria_macrospora_genomic.fna,sordaria_macrospora_cds.fna,sordaria_macrospora,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000182805.3/download?include_annotation_type=CDS_FASTA"" --output sordaria_macrospora_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000182805.3/download?include_annotation_type=GENOME_FASTA"" --output sordaria_macrospora_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000182805.3/download?include_annotation_type=PROT_FASTA"" --output sordaria_macrospora_prot_download.zip",NCBI
magnaporthiopsis_poae,magnaporthiopsis_poae_genomic.fna,magnaporthiopsis_poae_cds.fna,magnaporthiopsis_poae,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000193285.1/download?include_annotation_type=CDS_FASTA"" --output magnaporthiopsis_poae_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000193285.1/download?include_annotation_type=GENOME_FASTA"" --output magnaporthiopsis_poae_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000193285.1/download?include_annotation_type=PROT_FASTA"" --output magnaporthiopsis_poae_prot_download.zip",NCBI
phanerochaete_carnosa,phanerochaete_carnosa_genomic.fna,phanerochaete_carnosa_cds.fna,phanerochaete_carnosa,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000300595.1/download?include_annotation_type=CDS_FASTA"" --output phanerochaete_carnosa_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000300595.1/download?include_annotation_type=GENOME_FASTA"" --output phanerochaete_carnosa_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000300595.1/download?include_annotation_type=PROT_FASTA"" --output phanerochaete_carnosa_prot_download.zip",NCBI
tuber_melanosporum,tuber_melanosporum_genomic.fna,tuber_melanosporum_cds.fna,tuber_melanosporum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151645.1/download?include_annotation_type=CDS_FASTA"" --output tuber_melanosporum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151645.1/download?include_annotation_type=GENOME_FASTA"" --output tuber_melanosporum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151645.1/download?include_annotation_type=PROT_FASTA"" --output tuber_melanosporum_prot_download.zip",NCBI
colletotrichum_graminicola,colletotrichum_graminicola_genomic.fna,colletotrichum_graminicola_cds.fna,colletotrichum_graminicola,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149035.1/download?include_annotation_type=CDS_FASTA"" --output colletotrichum_graminicola_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149035.1/download?include_annotation_type=GENOME_FASTA"" --output colletotrichum_graminicola_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149035.1/download?include_annotation_type=PROT_FASTA"" --output colletotrichum_graminicola_prot_download.zip",NCBI
aspergillus_carbonarius,aspergillus_carbonarius_genomic.fna,aspergillus_carbonarius_cds.fna,aspergillus_carbonarius,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001990825.1/download?include_annotation_type=CDS_FASTA"" --output aspergillus_carbonarius_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001990825.1/download?include_annotation_type=GENOME_FASTA"" --output aspergillus_carbonarius_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001990825.1/download?include_annotation_type=PROT_FASTA"" --output aspergillus_carbonarius_prot_download.zip",NCBI
rhodotorula_graminis,rhodotorula_graminis_genomic.fna,rhodotorula_graminis_cds.fna,rhodotorula_graminis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001329695.1/download?include_annotation_type=CDS_FASTA"" --output rhodotorula_graminis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001329695.1/download?include_annotation_type=GENOME_FASTA"" --output rhodotorula_graminis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001329695.1/download?include_annotation_type=PROT_FASTA"" --output rhodotorula_graminis_prot_download.zip",NCBI
cryphonectria_parasitica,cryphonectria_parasitica_genomic.fna,cryphonectria_parasitica_cds.fna,cryphonectria_parasitica,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011745365.1/download?include_annotation_type=CDS_FASTA"" --output cryphonectria_parasitica_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011745365.1/download?include_annotation_type=GENOME_FASTA"" --output cryphonectria_parasitica_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011745365.1/download?include_annotation_type=PROT_FASTA"" --output cryphonectria_parasitica_prot_download.zip",NCBI
podila_verticillata,podila_verticillata_genomic.fna,podila_verticillata_cds.fna,podila_verticillata,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000739165.1/download?include_annotation_type=CDS_FASTA"" --output podila_verticillata_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000739165.1/download?include_annotation_type=GENOME_FASTA"" --output podila_verticillata_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000739165.1/download?include_annotation_type=PROT_FASTA"" --output podila_verticillata_prot_download.zip",NCBI
nannizzia_gypsea,nannizzia_gypsea_genomic.fna,nannizzia_gypsea_cds.fna,nannizzia_gypsea,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000150975.2/download?include_annotation_type=CDS_FASTA"" --output nannizzia_gypsea_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000150975.2/download?include_annotation_type=GENOME_FASTA"" --output nannizzia_gypsea_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000150975.2/download?include_annotation_type=PROT_FASTA"" --output nannizzia_gypsea_prot_download.zip",NCBI
trichophyton_tonsurans,trichophyton_tonsurans_genomic.fna,trichophyton_tonsurans_cds.fna,trichophyton_tonsurans,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000151455.1/download?include_annotation_type=CDS_FASTA"" --output trichophyton_tonsurans_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000151455.1/download?include_annotation_type=GENOME_FASTA"" --output trichophyton_tonsurans_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000151455.1/download?include_annotation_type=PROT_FASTA"" --output trichophyton_tonsurans_prot_download.zip",NCBI
trichophyton_equinum,trichophyton_equinum_genomic.fna,trichophyton_equinum_cds.fna,trichophyton_equinum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000151175.1/download?include_annotation_type=CDS_FASTA"" --output trichophyton_equinum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000151175.1/download?include_annotation_type=GENOME_FASTA"" --output trichophyton_equinum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000151175.1/download?include_annotation_type=PROT_FASTA"" --output trichophyton_equinum_prot_download.zip",NCBI
microsporum_canis,microsporum_canis_genomic.fna,microsporum_canis_cds.fna,microsporum_canis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151145.1/download?include_annotation_type=CDS_FASTA"" --output microsporum_canis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151145.1/download?include_annotation_type=GENOME_FASTA"" --output microsporum_canis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151145.1/download?include_annotation_type=PROT_FASTA"" --output microsporum_canis_prot_download.zip",NCBI
talaromyces_stipitatus,talaromyces_stipitatus_genomic.fna,talaromyces_stipitatus_cds.fna,talaromyces_stipitatus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000003125.1/download?include_annotation_type=CDS_FASTA"" --output talaromyces_stipitatus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000003125.1/download?include_annotation_type=GENOME_FASTA"" --output talaromyces_stipitatus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000003125.1/download?include_annotation_type=PROT_FASTA"" --output talaromyces_stipitatus_prot_download.zip",NCBI
vanderwaltozyma_polyspora,vanderwaltozyma_polyspora_genomic.fna,vanderwaltozyma_polyspora_cds.fna,vanderwaltozyma_polyspora,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000150035.1/download?include_annotation_type=CDS_FASTA"" --output vanderwaltozyma_polyspora_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000150035.1/download?include_annotation_type=GENOME_FASTA"" --output vanderwaltozyma_polyspora_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000150035.1/download?include_annotation_type=PROT_FASTA"" --output vanderwaltozyma_polyspora_prot_download.zip",NCBI
pyrenophora_tritici,pyrenophora_tritici_repentis_genomic.fna,pyrenophora_tritici_repentis_cds.fna,pyrenophora_tritici_repentis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149985.1/download?include_annotation_type=CDS_FASTA"" --output pyrenophora_tritici_repentis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149985.1/download?include_annotation_type=GENOME_FASTA"" --output pyrenophora_tritici_repentis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149985.1/download?include_annotation_type=PROT_FASTA"" --output pyrenophora_tritici_repentis_prot_download.zip",NCBI
malassezia_restricta,malassezia_restricta_genomic.fna,malassezia_restricta_cds.fna,malassezia_restricta,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003290485.1/download?include_annotation_type=CDS_FASTA"" --output malassezia_restricta_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003290485.1/download?include_annotation_type=GENOME_FASTA"" --output malassezia_restricta_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003290485.1/download?include_annotation_type=PROT_FASTA"" --output malassezia_restricta_prot_download.zip",NCBI
laccaria_bicolor,laccaria_bicolor_genomic.fna,laccaria_bicolor_cds.fna,laccaria_bicolor,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143565.1/download?include_annotation_type=CDS_FASTA"" --output laccaria_bicolor_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143565.1/download?include_annotation_type=GENOME_FASTA"" --output laccaria_bicolor_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143565.1/download?include_annotation_type=PROT_FASTA"" --output laccaria_bicolor_prot_download.zip",NCBI
ascosphaera_apis,ascosphaera_apis_genomic.fna,ascosphaera_apis_cds.fna,ascosphaera_apis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636715.1/download?include_annotation_type=CDS_FASTA"" --output ascosphaera_apis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636715.1/download?include_annotation_type=GENOME_FASTA"" --output ascosphaera_apis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001636715.1/download?include_annotation_type=PROT_FASTA"" --output ascosphaera_apis_prot_download.zip",NCBI
phycomyces_blakesleeanus,phycomyces_blakesleeanus_genomic.fna,phycomyces_blakesleeanus_cds.fna,phycomyces_blakesleeanus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001638985.1/download?include_annotation_type=CDS_FASTA"" --output phycomyces_blakesleeanus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001638985.1/download?include_annotation_type=GENOME_FASTA"" --output phycomyces_blakesleeanus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001638985.1/download?include_annotation_type=PROT_FASTA"" --output phycomyces_blakesleeanus_prot_download.zip",NCBI
aspergillus_fischeri,aspergillus_fischeri_genomic.fna,aspergillus_fischeri_cds.fna,aspergillus_fischeri,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149645.3/download?include_annotation_type=CDS_FASTA"" --output aspergillus_fischeri_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149645.3/download?include_annotation_type=GENOME_FASTA"" --output aspergillus_fischeri_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149645.3/download?include_annotation_type=PROT_FASTA"" --output aspergillus_fischeri_prot_download.zip",NCBI
aspergillus_clavatus,aspergillus_clavatus_genomic.fna,aspergillus_clavatus_cds.fna,aspergillus_clavatus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000002715.2/download?include_annotation_type=CDS_FASTA"" --output aspergillus_clavatus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000002715.2/download?include_annotation_type=GENOME_FASTA"" --output aspergillus_clavatus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000002715.2/download?include_annotation_type=PROT_FASTA"" --output aspergillus_clavatus_prot_download.zip",NCBI
fusarium_verticillioides,fusarium_verticillioides_genomic.fna,fusarium_verticillioides_cds.fna,fusarium_verticillioides,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149555.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_verticillioides_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149555.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_verticillioides_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000149555.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_verticillioides_prot_download.zip",NCBI
