species_name,genome_file_name,cds_file_name,gff_file_name,original_name,cds_url,genome_url,proteome_url,gff_url,source,gff_urls
mucor_plumbeus,mucor_plumbeus_genomic.fna,mucor_plumbeus_cds_from_gff.fna,mucor_plumbeus.gff,mucor_plumbeus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758945.1/download?include_annotation_type=CDS_FASTA"" --output mucor_plumbeus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758945.1/download?include_annotation_type=GENOME_FASTA"" --output mucor_plumbeus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758945.1/download?include_annotation_type=PROT_FASTA"" --output mucor_plumbeus_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758945.1/download?include_annotation_type=GENOME_GFF"" --output mucor_plumbeus_gff_download.zip",NCBI,
suillus_decipiens,suillus_decipiens_genomic.fna,suillus_decipiens_cds_from_gff.fna,suillus_decipiens.gff,suillus_decipiens,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695475.1/download?include_annotation_type=CDS_FASTA"" --output suillus_decipiens_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695475.1/download?include_annotation_type=GENOME_FASTA"" --output suillus_decipiens_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695475.1/download?include_annotation_type=PROT_FASTA"" --output suillus_decipiens_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695475.1/download?include_annotation_type=GENOME_GFF"" --output suillus_decipiens_gff_download.zip",NCBI,
suillus_hirtellus,suillus_hirtellus_genomic.fna,suillus_hirtellus_cds_from_gff.fna,suillus_hirtellus.gff,suillus_hirtellus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695485.1/download?include_annotation_type=CDS_FASTA"" --output suillus_hirtellus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695485.1/download?include_annotation_type=GENOME_FASTA"" --output suillus_hirtellus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695485.1/download?include_annotation_type=PROT_FASTA"" --output suillus_hirtellus_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695485.1/download?include_annotation_type=GENOME_GFF"" --output suillus_hirtellus_gff_download.zip",NCBI,
suillus_americanus,suillus_americanus_genomic.fna,suillus_americanus_cds_from_gff.fna,suillus_americanus.gff,suillus_americanus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695465.1/download?include_annotation_type=CDS_FASTA"" --output suillus_americanus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695465.1/download?include_annotation_type=GENOME_FASTA"" --output suillus_americanus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695465.1/download?include_annotation_type=PROT_FASTA"" --output suillus_americanus_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016695465.1/download?include_annotation_type=GENOME_GFF"" --output suillus_americanus_gff_download.zip",NCBI,
umbelopsis_vinacea,umbelopsis_vinacea_genomic.fna,umbelopsis_vinacea_cds_from_gff.fna,umbelopsis_vinacea.gff,umbelopsis_vinacea,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758895.1/download?include_annotation_type=CDS_FASTA"" --output umbelopsis_vinacea_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758895.1/download?include_annotation_type=GENOME_FASTA"" --output umbelopsis_vinacea_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758895.1/download?include_annotation_type=PROT_FASTA"" --output umbelopsis_vinacea_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016758895.1/download?include_annotation_type=GENOME_GFF"" --output umbelopsis_vinacea_gff_download.zip",NCBI,
geosiphon_pyriformis,geosiphon_pyriformis_genomic.fna,geosiphon_pyriformis_cds_from_gff.fna,geosiphon_pyriformis.gff,geosiphon_pyriformis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016748015.1/download?include_annotation_type=CDS_FASTA"" --output geosiphon_pyriformis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016748015.1/download?include_annotation_type=GENOME_FASTA"" --output geosiphon_pyriformis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016748015.1/download?include_annotation_type=PROT_FASTA"" --output geosiphon_pyriformis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016748015.1/download?include_annotation_type=GENOME_GFF"" --output geosiphon_pyriformis_gff_download.zip",NCBI,
astraeus_odoratus,astraeus_odoratus_genomic.fna,astraeus_odoratus_cds_from_gff.fna,astraeus_odoratus.gff,astraeus_odoratus,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016618355.2/download?include_annotation_type=CDS_FASTA"" --output astraeus_odoratus_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016618355.2/download?include_annotation_type=GENOME_FASTA"" --output astraeus_odoratus_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016618355.2/download?include_annotation_type=PROT_FASTA"" --output astraeus_odoratus_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016618355.2/download?include_annotation_type=GENOME_GFF"" --output astraeus_odoratus_gff_download.zip",NCBI,
fusarium_graminum,fusarium_graminum_genomic.fna,fusarium_graminum_cds_from_gff.fna,fusarium_graminum.gff,fusarium_graminum,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013266165.1/download?include_annotation_type=CDS_FASTA"" --output fusarium_graminum_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013266165.1/download?include_annotation_type=GENOME_FASTA"" --output fusarium_graminum_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013266165.1/download?include_annotation_type=PROT_FASTA"" --output fusarium_graminum_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013266165.1/download?include_annotation_type=GENOME_GFF"" --output fusarium_graminum_gff_download.zip",NCBI,
phialophora_macrospora,phialophora_macrospora_genomic.fna,phialophora_macrospora_cds_from_gff.fna,phialophora_macrospora.gff,phialophora_macrospora,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000835435.1/download?include_annotation_type=CDS_FASTA"" --output phialophora_macrospora_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000835435.1/download?include_annotation_type=GENOME_FASTA"" --output phialophora_macrospora_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000835435.1/download?include_annotation_type=PROT_FASTA"" --output phialophora_macrospora_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_000835435.1/download?include_annotation_type=GENOME_GFF"" --output phialophora_macrospora_gff_download.zip",NCBI,
linnemannia_exigua,linnemannia_exigua_genomic.fna,linnemannia_exigua_cds_from_gff.fna,linnemannia_exigua.gff,linnemannia_exigua,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097895.1/download?include_annotation_type=CDS_FASTA"" --output linnemannia_exigua_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097895.1/download?include_annotation_type=GENOME_FASTA"" --output linnemannia_exigua_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097895.1/download?include_annotation_type=PROT_FASTA"" --output linnemannia_exigua_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097895.1/download?include_annotation_type=GENOME_GFF"" --output linnemannia_exigua_gff_download.zip",NCBI,
mortierella_polycephala,mortierella_polycephala_genomic.fna,mortierella_polycephala_cds_from_gff.fna,mortierella_polycephala.gff,mortierella_polycephala,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098165.1/download?include_annotation_type=CDS_FASTA"" --output mortierella_polycephala_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098165.1/download?include_annotation_type=GENOME_FASTA"" --output mortierella_polycephala_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098165.1/download?include_annotation_type=PROT_FASTA"" --output mortierella_polycephala_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098165.1/download?include_annotation_type=GENOME_GFF"" --output mortierella_polycephala_gff_download.zip",NCBI,
mortierella_sp,mortierella_sp_gba43_genomic.fna,mortierella_sp_gba43_cds_from_gff.fna,mortierella_sp_gba43.gff,mortierella_sp_gba43,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098045.1/download?include_annotation_type=CDS_FASTA"" --output mortierella_sp_gba43_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098045.1/download?include_annotation_type=GENOME_FASTA"" --output mortierella_sp_gba43_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098045.1/download?include_annotation_type=PROT_FASTA"" --output mortierella_sp_gba43_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098045.1/download?include_annotation_type=GENOME_GFF"" --output mortierella_sp_gba43_gff_download.zip",NCBI,
actinomortierella_wolfii,actinomortierella_wolfii_genomic.fna,actinomortierella_wolfii_cds_from_gff.fna,actinomortierella_wolfii.gff,actinomortierella_wolfii,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098105.1/download?include_annotation_type=CDS_FASTA"" --output actinomortierella_wolfii_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098105.1/download?include_annotation_type=GENOME_FASTA"" --output actinomortierella_wolfii_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098105.1/download?include_annotation_type=PROT_FASTA"" --output actinomortierella_wolfii_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016098105.1/download?include_annotation_type=GENOME_GFF"" --output actinomortierella_wolfii_gff_download.zip",NCBI,
dissophora_globulifera,dissophora_globulifera_genomic.fna,dissophora_globulifera_cds_from_gff.fna,dissophora_globulifera.gff,dissophora_globulifera,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097935.1/download?include_annotation_type=CDS_FASTA"" --output dissophora_globulifera_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097935.1/download?include_annotation_type=GENOME_FASTA"" --output dissophora_globulifera_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097935.1/download?include_annotation_type=PROT_FASTA"" --output dissophora_globulifera_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097935.1/download?include_annotation_type=GENOME_GFF"" --output dissophora_globulifera_gff_download.zip",NCBI,
apophysomyces_sp,apophysomyces_sp_bc1034_genomic.fna,apophysomyces_sp_bc1034_cds_from_gff.fna,apophysomyces_sp_bc1034.gff,apophysomyces_sp_bc1034,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097755.1/download?include_annotation_type=CDS_FASTA"" --output apophysomyces_sp_bc1034_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097755.1/download?include_annotation_type=GENOME_FASTA"" --output apophysomyces_sp_bc1034_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097755.1/download?include_annotation_type=PROT_FASTA"" --output apophysomyces_sp_bc1034_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_016097755.1/download?include_annotation_type=GENOME_GFF"" --output apophysomyces_sp_bc1034_gff_download.zip",NCBI,
hyaloscypha_hepaticicola,hyaloscypha_hepaticicola_genomic.fna,hyaloscypha_hepaticicola_cds_from_gff.fna,hyaloscypha_hepaticicola.gff,hyaloscypha_hepaticicola,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002865625.1/download?include_annotation_type=CDS_FASTA"" --output hyaloscypha_hepaticicola_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002865625.1/download?include_annotation_type=GENOME_FASTA"" --output hyaloscypha_hepaticicola_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002865625.1/download?include_annotation_type=PROT_FASTA"" --output hyaloscypha_hepaticicola_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002865625.1/download?include_annotation_type=GENOME_GFF"" --output hyaloscypha_hepaticicola_gff_download.zip",NCBI,
modicella_reniformis,modicella_reniformis_genomic.fna,modicella_reniformis_cds_from_gff.fna,modicella_reniformis.gff,modicella_reniformis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849295.1/download?include_annotation_type=CDS_FASTA"" --output modicella_reniformis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849295.1/download?include_annotation_type=GENOME_FASTA"" --output modicella_reniformis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849295.1/download?include_annotation_type=PROT_FASTA"" --output modicella_reniformis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849295.1/download?include_annotation_type=GENOME_GFF"" --output modicella_reniformis_gff_download.zip",NCBI,
podila_epicladia,podila_epicladia_genomic.fna,podila_epicladia_cds_from_gff.fna,podila_epicladia.gff,podila_epicladia,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852495.1/download?include_annotation_type=CDS_FASTA"" --output podila_epicladia_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852495.1/download?include_annotation_type=GENOME_FASTA"" --output podila_epicladia_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852495.1/download?include_annotation_type=PROT_FASTA"" --output podila_epicladia_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852495.1/download?include_annotation_type=GENOME_GFF"" --output podila_epicladia_gff_download.zip",NCBI,
gryganskiella_cystojenkinii,gryganskiella_cystojenkinii_genomic.fna,gryganskiella_cystojenkinii_cds_from_gff.fna,gryganskiella_cystojenkinii.gff,gryganskiella_cystojenkinii,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852425.1/download?include_annotation_type=CDS_FASTA"" --output gryganskiella_cystojenkinii_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852425.1/download?include_annotation_type=GENOME_FASTA"" --output gryganskiella_cystojenkinii_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852425.1/download?include_annotation_type=PROT_FASTA"" --output gryganskiella_cystojenkinii_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852425.1/download?include_annotation_type=GENOME_GFF"" --output gryganskiella_cystojenkinii_gff_download.zip",NCBI,
podila_clonocystis,podila_clonocystis_genomic.fna,podila_clonocystis_cds_from_gff.fna,podila_clonocystis.gff,podila_clonocystis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852385.1/download?include_annotation_type=CDS_FASTA"" --output podila_clonocystis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852385.1/download?include_annotation_type=GENOME_FASTA"" --output podila_clonocystis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852385.1/download?include_annotation_type=PROT_FASTA"" --output podila_clonocystis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015852385.1/download?include_annotation_type=GENOME_GFF"" --output podila_clonocystis_gff_download.zip",NCBI,
entomortierella_chlamydospora,entomortierella_chlamydospora_genomic.fna,entomortierella_chlamydospora_cds_from_gff.fna,entomortierella_chlamydospora.gff,entomortierella_chlamydospora,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849335.1/download?include_annotation_type=CDS_FASTA"" --output entomortierella_chlamydospora_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849335.1/download?include_annotation_type=GENOME_FASTA"" --output entomortierella_chlamydospora_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849335.1/download?include_annotation_type=PROT_FASTA"" --output entomortierella_chlamydospora_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015849335.1/download?include_annotation_type=GENOME_GFF"" --output entomortierella_chlamydospora_gff_download.zip",NCBI,
linnemannia_zychae,linnemannia_zychae_genomic.fna,linnemannia_zychae_cds_from_gff.fna,linnemannia_zychae.gff,linnemannia_zychae,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015847235.1/download?include_annotation_type=CDS_FASTA"" --output linnemannia_zychae_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015847235.1/download?include_annotation_type=GENOME_FASTA"" --output linnemannia_zychae_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015847235.1/download?include_annotation_type=PROT_FASTA"" --output linnemannia_zychae_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015847235.1/download?include_annotation_type=GENOME_GFF"" --output linnemannia_zychae_gff_download.zip",NCBI,
aspergillus_nanangensis,aspergillus_nanangensis_genomic.fna,aspergillus_nanangensis_cds_from_gff.fna,aspergillus_nanangensis.gff,aspergillus_nanangensis,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015844325.1/download?include_annotation_type=CDS_FASTA"" --output aspergillus_nanangensis_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015844325.1/download?include_annotation_type=GENOME_FASTA"" --output aspergillus_nanangensis_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015844325.1/download?include_annotation_type=PROT_FASTA"" --output aspergillus_nanangensis_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015844325.1/download?include_annotation_type=GENOME_GFF"" --output aspergillus_nanangensis_gff_download.zip",NCBI,
thelephora_ganbajun,thelephora_ganbajun_genomic.fna,thelephora_ganbajun_cds_from_gff.fna,thelephora_ganbajun.gff,thelephora_ganbajun,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_014904855.1/download?include_annotation_type=CDS_FASTA"" --output thelephora_ganbajun_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_014904855.1/download?include_annotation_type=GENOME_FASTA"" --output thelephora_ganbajun_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_014904855.1/download?include_annotation_type=PROT_FASTA"" --output thelephora_ganbajun_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_014904855.1/download?include_annotation_type=GENOME_GFF"" --output thelephora_ganbajun_gff_download.zip",NCBI,
torulaspora_sp,torulaspora_sp_cbs_2947_genomic.fna,torulaspora_sp_cbs_2947_cds_from_gff.fna,torulaspora_sp_cbs_2947.gff,torulaspora_sp_cbs_2947,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013694445.1/download?include_annotation_type=CDS_FASTA"" --output torulaspora_sp_cbs_2947_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013694445.1/download?include_annotation_type=GENOME_FASTA"" --output torulaspora_sp_cbs_2947_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013694445.1/download?include_annotation_type=PROT_FASTA"" --output torulaspora_sp_cbs_2947_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_013694445.1/download?include_annotation_type=GENOME_GFF"" --output torulaspora_sp_cbs_2947_gff_download.zip",NCBI,
mortierella_hygrophila,mortierella_hygrophila_genomic.fna,mortierella_hygrophila_cds_from_gff.fna,mortierella_hygrophila.gff,mortierella_hygrophila,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015680625.1/download?include_annotation_type=CDS_FASTA"" --output mortierella_hygrophila_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015680625.1/download?include_annotation_type=GENOME_FASTA"" --output mortierella_hygrophila_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015680625.1/download?include_annotation_type=PROT_FASTA"" --output mortierella_hygrophila_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015680625.1/download?include_annotation_type=GENOME_GFF"" --output mortierella_hygrophila_gff_download.zip",NCBI,
pholiota_conissans,pholiota_conissans_genomic.fna,pholiota_conissans_cds_from_gff.fna,pholiota_conissans.gff,pholiota_conissans,"curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015484465.1/download?include_annotation_type=CDS_FASTA"" --output pholiota_conissans_cds_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015484465.1/download?include_annotation_type=GENOME_FASTA"" --output pholiota_conissans_genome_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015484465.1/download?include_annotation_type=PROT_FASTA"" --output pholiota_conissans_prot_download.zip","curl -H ""Accept: application/zip"" ""https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015484465.1/download?include_annotation_type=GENOME_GFF"" --output pholiota_conissans_gff_download.zip",NCBI,
